School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON
Abilene Christian,31,20,11,0.645,-2.87,-6.87,15,5,13,3,7,8,2352,2024,1260,668,1545,0.432,154,517,0.298,534,728,0.734,271,1036,297,211,114,616,616,71.1,90.4,0.471,0.335,0.535,49.9,44.5,9.4,10.0,0.482,24.6,27.8,0.346,NA,NA
UAB,32,19,13,0.594,-0.94,-1.64,9,9,11,6,5,7,2154,2088,1280,748,1804,0.415,247,738,0.335,345,481,0.717,275,981,353,217,102,392,555,67.2,97.2,0.267,0.409,0.514,45.3,47.2,10.1,8.5,0.483,16.2,24.3,0.191,NA,NA
Alabama,31,16,15,0.516,11.12,8.12,8,10,10,5,4,8,2542,2449,1260,850,2002,0.425,217,695,0.312,532,718,0.741,382,1233,369,263,124,435,629,76.1,102.2,0.359,0.347,0.523,50.3,43.4,11.0,12.4,0.479,15.7,30.8,0.266,NA,NA
Albany (NY),32,14,18,0.438,-8.78,-5.91,7,9,7,7,5,11,2127,2190,1285,788,1876,0.42,251,732,0.343,363,523,0.694,287,1104,430,246,109,409,574,69.7,97.9,0.279,0.39,0.515,50.2,54.6,11.0,11.0,0.487,16.1,25.5,0.193,NA,NA
American,30,16,14,0.533,-4.37,-6.5,12,6,10,4,6,10,2149,2085,1205,745,1668,0.447,168,526,0.319,427,612,0.698,296,1038,356,179,96,411,472,69.0,100.3,0.367,0.315,0.532,51.5,47.8,8.6,8.4,0.497,17.3,29.4,0.256,NA,NA
Appalachian State,33,18,15,0.545,-0.81,-0.01,11,9,10,5,7,9,2256,2222,1325,813,1886,0.431,241,746,0.323,355,494,0.719,322,1166,447,225,86,476,645,68.6,97.8,0.262,0.396,0.524,50.3,55.0,9.9,7.8,0.495,18.3,28.0,0.188,NA,NA
Arizona State,31,20,11,0.645,11.46,8.1,11,7,13,3,6,5,2288,2184,1240,769,1796,0.428,227,686,0.331,419,615,0.681,318,1182,388,203,119,508,569,73.7,95.5,0.342,0.382,0.523,51.5,50.5,8.9,9.9,0.491,19.6,28.4,0.233,NA,NA
Arizona,32,21,11,0.656,19.49,8.4,10,8,13,4,4,6,2445,2090,1290,708,1797,0.394,211,677,0.312,463,632,0.733,296,1083,363,155,99,465,614,70.3,92.2,0.352,0.377,0.498,47.5,51.3,6.8,8.0,0.453,18.1,25.9,0.258,NA,NA
Little Rock,31,21,10,0.677,2.27,-1.07,15,5,13,2,8,8,2270,2152,1240,750,1769,0.424,238,687,0.346,414,595,0.696,310,1002,377,210,99,430,650,70.2,98.9,0.336,0.388,0.524,47.8,50.3,9.7,8.9,0.491,17.3,28.2,0.234,NA,NA
Arkansas,32,20,12,0.625,13.46,7.27,7,11,14,4,4,8,2426,2228,1300,773,1808,0.428,164,602,0.272,518,739,0.701,351,1226,324,160,95,512,687,71.4,96.0,0.409,0.333,0.516,54.8,41.9,6.9,8.7,0.473,19.2,31.3,0.287,NA,NA
Auburn,31,25,6,0.806,15.04,7.39,12,6,16,1,5,5,2419,2182,1270,759,1840,0.413,217,667,0.325,447,623,0.717,319,1090,346,207,97,418,656,70.4,97.6,0.339,0.363,0.511,46.3,45.6,9.3,9.3,0.471,16.4,27.4,0.243,NA,NA
Austin Peay,33,21,12,0.636,-0.98,-4.14,14,4,14,0,5,10,2519,2359,1325,861,1841,0.468,226,626,0.361,411,594,0.692,303,1093,448,201,80,493,643,69.9,101.9,0.323,0.34,0.556,47.9,52.0,8.7,6.2,0.529,18.8,27.5,0.223,NA,NA
Baylor,30,26,4,0.867,20.13,9.13,15,3,14,1,8,2,2134,1804,1205,643,1618,0.397,176,566,0.311,342,498,0.687,306,1002,339,174,146,456,549,66.6,89.9,0.308,0.35,0.486,47.5,52.7,8.7,13.0,0.452,19.7,29.9,0.211,NA,NA
Belmont,33,26,7,0.788,4.3,-6.23,15,3,13,1,11,5,2627,2241,1320,846,2033,0.416,232,704,0.33,317,495,0.64,336,1210,398,191,97,473,478,72.8,93.3,0.243,0.346,0.494,49.5,47.0,8.0,8.3,0.473,17.3,26.3,0.156,NA,NA
Boise State,32,20,12,0.625,8.59,4.39,11,7,13,2,4,8,2430,2223,1305,814,1819,0.447,212,710,0.299,383,534,0.717,235,1050,365,192,74,442,641,70.0,97.4,0.294,0.39,0.536,48.5,44.8,8.4,6.9,0.506,17.6,22.1,0.211,NA,NA
Bradley,34,23,11,0.676,5.33,0.33,11,7,15,2,4,8,2438,2240,1370,765,1939,0.395,265,839,0.316,445,592,0.752,318,1138,400,196,99,412,591,67.3,97.1,0.305,0.433,0.504,46.5,52.3,8.5,7.3,0.463,15.7,25.4,0.229,NA,NA
Brigham Young,32,24,8,0.75,16.93,6.45,13,3,14,1,6,5,2548,2188,1295,819,1869,0.438,193,626,0.308,357,515,0.693,266,1076,380,200,77,412,505,69.7,96.9,0.276,0.335,0.518,50.4,46.4,8.9,6.9,0.49,16.3,23.8,0.191,NA,NA
Bucknell,34,14,20,0.412,-7.73,-4.32,8,10,9,4,4,14,2299,2415,1360,860,1865,0.461,201,620,0.324,494,714,0.692,293,1197,425,234,107,471,546,69.9,101.6,0.383,0.332,0.548,52.1,49.4,9.8,9.5,0.515,17.6,26.4,0.265,NA,NA
Buffalo,32,20,12,0.625,1.8,0.06,11,7,10,7,7,4,2516,2425,1290,880,2023,0.435,219,693,0.316,446,608,0.734,356,1217,413,214,121,463,571,74.7,100.7,0.301,0.343,0.524,47.5,46.9,8.9,9.1,0.489,16.7,28.8,0.22,NA,NA
Butler,31,22,9,0.71,15.56,9.14,10,8,14,3,5,6,2125,1926,1245,669,1692,0.395,212,642,0.33,376,523,0.719,272,945,349,174,96,360,512,64.6,95.8,0.309,0.379,0.496,46.7,52.2,8.7,9.0,0.458,15.6,25.4,0.222,NA,NA
Cal Poly,30,7,23,0.233,-10.0,-0.42,4,12,7,6,0,15,2027,2248,1235,756,1668,0.453,222,598,0.371,514,710,0.724,289,1105,413,195,95,402,549,68.8,105.8,0.426,0.359,0.561,53.1,54.6,9.2,8.5,0.52,16.7,28.3,0.308,NA,NA
Cal State Bakersfield,31,12,19,0.387,-7.11,-3.26,6,10,9,7,3,12,2109,2097,1265,666,1564,0.426,231,640,0.361,534,741,0.721,252,957,350,159,88,415,530,66.0,100.5,0.474,0.409,0.547,45.3,52.6,7.6,6.7,0.5,17.8,25.0,0.341,NA,NA
Cal State Fullerton,31,11,20,0.355,-6.79,-1.38,6,10,6,8,4,11,2127,2213,1265,783,1779,0.44,192,575,0.334,455,626,0.727,279,1127,381,189,102,402,590,69.5,100.7,0.352,0.323,0.533,52.0,48.7,8.6,8.9,0.494,16.2,26.1,0.256,NA,NA
UC Davis,32,14,18,0.438,-4.7,-2.63,8,8,8,4,5,12,2330,2286,1290,808,1752,0.461,230,676,0.34,440,610,0.721,284,1051,469,196,90,445,562,68.4,103.7,0.348,0.386,0.56,51.7,58.0,8.9,8.1,0.527,17.9,27.5,0.251,NA,NA
UC Irvine,32,21,11,0.656,3.73,-2.18,13,3,11,2,8,8,2367,2087,1280,708,1827,0.388,221,631,0.35,450,641,0.702,294,965,343,175,85,375,520,69.1,94.4,0.351,0.345,0.49,43.3,48.4,7.9,6.4,0.448,15.0,24.7,0.246,NA,NA
UC Santa Barbara,31,21,10,0.677,-0.57,-4.06,10,6,13,3,8,7,2195,2054,1245,751,1673,0.449,208,597,0.348,344,484,0.711,247,917,355,141,76,374,590,64.9,101.6,0.289,0.357,0.54,46.4,47.3,7.0,7.0,0.511,16.4,24.9,0.206,NA,NA
California,32,14,18,0.438,3.2,9.05,7,11,12,5,1,10,2023,2210,1295,748,1741,0.43,240,661,0.363,474,644,0.736,279,1061,387,157,115,368,571,65.7,103.9,0.37,0.38,0.54,50.4,51.7,7.4,9.6,0.499,15.2,26.2,0.272,NA,NA
Central Florida,30,16,14,0.533,5.13,4.13,7,11,10,6,4,7,2067,2037,1210,727,1731,0.42,202,637,0.317,381,509,0.749,324,1068,422,205,77,429,537,68.7,98.0,0.294,0.368,0.516,50.7,58.0,9.9,7.3,0.478,17.9,30.5,0.22,NA,NA
Chattanooga,33,20,13,0.606,0.39,-1.9,10,8,10,4,7,8,2410,2261,1325,845,1893,0.446,218,693,0.315,353,507,0.696,266,1087,387,185,103,390,554,68.2,100.0,0.268,0.366,0.53,48.3,45.8,8.2,9.2,0.504,15.5,23.6,0.186,NA,NA
Cincinnati,30,20,10,0.667,12.33,6.73,13,5,13,2,5,6,2182,2014,1240,712,1788,0.398,209,621,0.337,381,522,0.73,324,1024,361,201,117,421,574,68.9,94.3,0.292,0.347,0.495,47.5,50.7,9.4,10.7,0.457,17.1,28.8,0.213,NA,NA
Clemson,31,16,15,0.516,10.26,7.88,9,11,11,6,3,8,2062,1988,1255,698,1697,0.411,244,749,0.326,348,487,0.715,259,1076,360,204,76,418,500,66.6,95.2,0.287,0.441,0.515,50.7,51.6,9.8,8.3,0.483,17.8,24.5,0.205,NA,NA
Cleveland State,32,11,21,0.344,-11.16,-2.45,7,11,6,8,3,13,2053,2298,1290,774,1800,0.43,231,685,0.337,519,720,0.721,371,1156,425,225,151,457,621,68.9,103.4,0.4,0.381,0.536,50.8,54.9,10.1,11.1,0.494,17.6,33.1,0.288,NA,NA
Coastal Carolina,33,16,17,0.485,-0.83,-0.31,8,12,9,9,7,7,2573,2518,1320,807,1910,0.423,289,849,0.34,615,850,0.724,342,1127,457,244,101,457,620,74.0,103.2,0.445,0.445,0.544,45.9,56.6,10.0,7.7,0.498,16.5,27.8,0.322,NA,NA
Colgate,34,25,9,0.735,1.47,-5.63,14,4,15,2,9,7,2588,2315,1365,876,2018,0.434,242,780,0.31,321,490,0.655,320,1199,437,181,97,413,543,68.8,98.6,0.243,0.387,0.514,49.0,49.9,7.7,8.6,0.494,15.5,26.1,0.159,NA,NA
College of Charleston,31,17,14,0.548,0.53,-0.84,11,7,10,5,6,6,2176,2109,1240,741,1745,0.425,216,660,0.327,411,554,0.742,316,1116,377,155,99,373,531,66.9,101.7,0.317,0.378,0.525,52.6,50.9,7.5,9.6,0.487,15.7,29.2,0.236,NA,NA
Colorado,32,21,11,0.656,14.91,8.31,10,8,13,3,4,7,2268,2057,1290,758,1830,0.414,201,588,0.342,340,478,0.711,266,1010,352,234,94,422,598,68.2,93.6,0.261,0.321,0.5,46.1,46.4,10.6,8.6,0.469,17.0,23.7,0.186,NA,NA
Connecticut,31,19,12,0.613,11.15,5.34,10,8,14,3,3,7,2258,2078,1280,728,1756,0.415,173,524,0.33,449,608,0.738,326,1086,364,215,121,483,596,69.0,94.1,0.346,0.298,0.508,48.1,50.0,9.7,10.1,0.464,19.1,29.4,0.256,NA,NA
Creighton,31,24,7,0.774,17.24,9.61,13,5,17,1,6,5,2428,2162,1245,810,1928,0.42,232,738,0.314,310,444,0.698,350,1147,413,150,100,383,511,70.0,99.3,0.23,0.383,0.505,51.5,51.0,6.9,9.5,0.48,15.2,29.6,0.161,NA,NA
Davidson,30,16,14,0.533,8.85,3.62,10,8,11,1,4,9,2182,2025,1230,718,1660,0.433,204,615,0.332,385,542,0.71,248,976,361,154,85,345,510,65.4,100.7,0.327,0.37,0.528,49.6,50.3,7.7,9.2,0.494,15.2,24.8,0.232,NA,NA
Dayton,31,29,2,0.935,19.17,3.69,18,0,17,0,9,0,2480,2000,1255,727,1769,0.411,194,588,0.33,352,547,0.644,305,981,343,167,83,400,556,67.9,93.9,0.309,0.332,0.493,47.5,47.2,7.8,7.9,0.466,16.5,26.6,0.199,NA,NA
Delaware,33,22,11,0.667,-1.53,-3.84,11,7,10,3,7,6,2452,2332,1325,822,1924,0.427,262,747,0.351,426,564,0.755,311,1089,412,220,81,386,542,68.6,102.6,0.293,0.388,0.532,49.6,50.1,9.7,7.2,0.495,15.0,26.7,0.221,NA,NA
Drake,34,20,14,0.588,0.43,0.61,8,10,14,2,2,10,2359,2302,1365,803,1901,0.422,281,765,0.367,415,561,0.74,257,1087,389,224,90,416,552,68.0,99.1,0.295,0.402,0.531,48.6,48.4,9.6,7.8,0.496,16.1,22.3,0.218,NA,NA
Drexel,33,14,19,0.424,-5.38,-2.2,6,12,10,5,1,13,2254,2323,1325,860,1911,0.45,181,578,0.313,422,557,0.758,296,1083,388,253,108,368,569,67.9,103.3,0.291,0.302,0.534,48.2,45.1,11.3,9.2,0.497,14.5,26.6,0.221,NA,NA
Duke,31,25,6,0.806,22.55,8.0,15,5,15,2,7,4,2558,2107,1260,784,1879,0.417,150,501,0.299,389,580,0.671,330,1067,367,225,121,464,588,72.9,91.8,0.309,0.267,0.489,46.2,46.8,9.8,9.0,0.457,17.7,28.0,0.207,NA,NA
East Tennessee State,34,30,4,0.882,7.63,-1.82,16,2,16,1,11,3,2593,2146,1360,765,1801,0.425,208,692,0.301,408,582,0.701,291,1053,352,203,100,533,660,68.2,92.6,0.323,0.384,0.516,46.6,46.0,8.8,8.4,0.483,20.4,25.8,0.227,NA,NA
Eastern Kentucky,33,16,17,0.485,-9.17,-4.46,12,6,10,4,5,10,2464,2488,1320,881,1951,0.452,218,687,0.317,508,694,0.732,383,1349,481,230,109,603,576,76.2,99.0,0.356,0.352,0.545,54.8,54.6,9.1,8.7,0.507,20.9,33.0,0.26,NA,NA
Eastern Washington,31,23,8,0.742,2.01,-1.81,16,4,13,2,10,6,2509,2259,1250,811,1898,0.427,209,614,0.34,428,605,0.707,311,1144,446,223,99,446,582,74.3,97.2,0.319,0.323,0.517,49.1,55.0,9.6,8.5,0.482,16.9,26.6,0.226,NA,NA
Fairleigh Dickinson,30,11,19,0.367,-9.94,-5.87,9,9,7,5,4,14,2167,2236,1210,801,1782,0.449,248,724,0.343,386,551,0.701,335,1079,451,200,93,384,477,69.3,106.7,0.309,0.406,0.547,51.7,56.3,9.5,8.3,0.519,15.8,31.3,0.217,NA,NA
Florida Gulf Coast,32,10,22,0.313,-10.26,-4.3,7,9,6,10,4,12,1979,2122,1295,761,1798,0.423,226,668,0.338,374,542,0.69,323,1130,373,241,98,436,457,66.8,98.1,0.301,0.372,0.516,50.8,49.0,11.1,9.4,0.486,17.5,29.3,0.208,NA,NA
Florida State,31,26,5,0.839,17.28,7.64,16,4,16,0,7,5,2336,2037,1250,694,1708,0.406,218,687,0.317,431,588,0.733,321,1019,309,165,89,516,530,69.7,93.6,0.344,0.402,0.513,48.1,44.5,7.6,7.5,0.47,20.6,30.0,0.252,NA,NA
Florida,31,19,12,0.613,14.94,9.1,11,7,11,4,4,7,2228,2047,1250,716,1699,0.421,197,605,0.326,418,573,0.729,290,983,346,170,76,400,557,66.3,98.7,0.337,0.356,0.519,47.6,48.3,8.2,7.0,0.479,16.9,27.4,0.246,NA,NA
Fresno State,30,11,19,0.367,2.08,3.39,7,11,7,7,4,10,2075,2068,1225,720,1722,0.418,253,707,0.358,375,499,0.752,277,1025,371,173,70,314,504,65.3,103.4,0.29,0.411,0.528,48.0,51.5,8.7,8.1,0.492,13.8,26.1,0.218,NA,NA
Gardner-Webb,32,16,16,0.5,-5.56,-5.83,11,7,7,5,6,10,2318,2272,1315,797,1890,0.422,266,799,0.333,412,579,0.712,325,1131,446,191,88,399,539,67.7,102.1,0.306,0.423,0.525,50.3,56.0,8.6,8.0,0.492,15.6,28.4,0.218,NA,NA
George Washington,32,12,20,0.375,-3.99,0.92,6,12,7,9,3,9,2086,2243,1300,832,1845,0.451,185,560,0.33,394,574,0.686,295,1130,377,224,117,339,544,66.6,103.7,0.311,0.304,0.53,51.7,45.3,10.4,11.8,0.501,13.8,26.7,0.214,NA,NA
Georgetown,32,15,17,0.469,10.38,9.6,5,13,10,8,4,7,2389,2364,1280,843,1952,0.432,297,817,0.364,381,519,0.734,339,1122,490,244,99,431,604,71.6,103.2,0.266,0.419,0.538,47.9,58.1,10.7,7.5,0.508,16.4,28.6,0.195,NA,NA
Georgia State,32,19,13,0.594,3.09,0.13,12,8,12,3,6,10,2499,2311,1290,754,1869,0.403,188,663,0.284,615,849,0.724,388,1192,381,202,118,508,568,74.0,96.8,0.454,0.355,0.509,50.3,50.5,8.5,9.5,0.454,18.3,32.4,0.329,NA,NA
Georgia Tech,31,17,14,0.548,10.49,9.19,11,9,10,6,6,7,2126,2059,1250,719,1800,0.399,168,590,0.285,453,637,0.711,327,1046,372,240,112,428,560,70.7,93.3,0.354,0.328,0.49,48.3,51.7,10.9,9.2,0.446,16.9,28.5,0.252,NA,NA
Georgia,32,16,16,0.5,8.28,8.06,5,13,12,5,3,9,2428,2418,1300,897,1980,0.453,222,687,0.323,402,608,0.661,354,1143,416,207,107,422,574,72.0,103.3,0.307,0.347,0.533,48.6,46.4,8.8,8.9,0.509,15.7,29.8,0.203,NA,NA
Gonzaga,33,31,2,0.939,22.7,3.13,15,1,17,0,10,1,2885,2239,1325,855,2028,0.422,221,691,0.32,308,442,0.697,279,1017,371,200,97,443,638,72.5,93.2,0.218,0.341,0.5,43.4,43.4,8.3,6.9,0.476,16.5,22.7,0.152,NA,NA
Grand Canyon,30,13,17,0.433,-6.32,-4.05,8,8,8,8,4,6,2116,2191,1210,779,1765,0.441,254,714,0.356,379,521,0.727,296,1048,429,163,74,334,547,67.8,106.8,0.295,0.405,0.544,51.8,55.1,7.9,6.7,0.513,14.2,28.2,0.215,NA,NA
Green Bay,33,17,16,0.515,-4.8,-2.8,11,7,10,5,7,10,2694,2643,1335,925,2101,0.44,289,839,0.344,504,672,0.75,389,1276,477,189,85,479,607,75.3,105.3,0.32,0.399,0.546,51.5,51.6,7.5,6.0,0.509,16.5,30.8,0.24,NA,NA
Hampton,34,15,19,0.441,-12.02,-5.8,8,10,11,5,3,13,2635,2693,1370,934,2090,0.447,281,805,0.349,544,784,0.694,387,1272,503,188,101,386,687,71.9,109.3,0.375,0.385,0.547,50.5,53.9,7.6,7.3,0.514,13.6,30.0,0.26,NA,NA
Hartford,33,18,15,0.545,-6.79,-6.02,9,7,9,8,9,7,2201,2203,1325,797,1946,0.41,206,750,0.275,403,578,0.697,377,1264,422,220,101,440,562,69.2,96.1,0.297,0.385,0.496,53.0,52.9,9.6,9.1,0.462,16.5,30.6,0.207,NA,NA
Harvard,29,21,8,0.724,3.06,-1.55,10,4,11,1,9,4,2114,1928,1180,685,1676,0.409,195,590,0.331,363,524,0.693,269,967,302,203,72,374,541,68.9,94.9,0.313,0.352,0.501,46.6,44.1,10.0,6.9,0.467,16.3,25.0,0.217,NA,NA
Hawaii,30,17,13,0.567,-1.27,-2.1,8,8,14,6,3,7,2057,2016,1205,739,1680,0.44,152,449,0.339,386,534,0.723,259,1006,281,184,95,399,556,68.9,97.2,0.318,0.267,0.521,49.9,38.0,8.9,8.9,0.485,17.1,26.4,0.23,NA,NA
Holy Cross,32,3,29,0.094,-18.07,-4.26,2,16,2,12,0,16,2106,2537,1295,939,1904,0.493,238,639,0.372,421,601,0.7,300,1137,449,235,100,343,463,68.9,113.8,0.316,0.336,0.579,52.4,47.8,10.5,8.8,0.556,13.5,28.5,0.221,NA,NA
Houston,31,23,8,0.742,16.46,6.3,13,5,14,2,6,6,2241,1926,1245,632,1652,0.383,187,653,0.286,475,688,0.69,284,991,342,160,70,379,593,66.8,92.7,0.416,0.395,0.487,43.5,54.1,7.7,5.7,0.439,16.1,25.3,0.288,NA,NA
Illinois,31,21,10,0.677,15.27,9.84,13,7,15,3,6,6,2239,2024,1245,758,1825,0.415,200,602,0.332,308,426,0.723,285,991,351,179,100,359,577,67.5,96.3,0.233,0.33,0.499,44.7,46.3,8.5,7.9,0.47,15.0,25.5,0.169,NA,NA
Indiana,32,20,12,0.625,15.07,10.35,9,11,15,4,2,8,2286,2135,1285,754,1809,0.417,225,698,0.322,402,589,0.683,276,1029,387,199,107,392,604,68.7,96.8,0.326,0.386,0.511,46.0,51.3,9.0,8.3,0.479,15.8,24.5,0.222,NA,NA
Iona,29,12,17,0.414,-6.23,-5.37,9,11,5,6,4,9,2030,2055,1175,718,1700,0.422,242,666,0.363,377,581,0.649,343,1032,419,198,83,376,509,68.6,101.9,0.342,0.392,0.52,51.5,58.4,9.8,9.1,0.494,16.0,31.7,0.222,NA,NA
Iowa State,32,12,20,0.375,9.1,10.07,5,13,11,6,0,11,2304,2335,1285,858,1899,0.452,251,699,0.359,368,532,0.692,355,1146,425,231,94,467,527,70.4,103.2,0.28,0.368,0.543,51.1,49.5,10.2,7.9,0.518,17.8,31.6,0.194,NA,NA
Iowa,31,20,11,0.645,16.07,10.62,11,9,14,2,4,7,2410,2241,1240,815,1895,0.43,243,758,0.321,368,507,0.726,338,1095,479,192,115,384,589,70.6,102.5,0.268,0.4,0.525,48.5,58.8,8.8,9.9,0.494,15.2,29.5,0.194,NA,NA
Jacksonville State,32,13,19,0.406,-8.29,-6.36,8,10,8,6,4,11,2294,2218,1285,818,1812,0.451,225,690,0.326,357,516,0.692,268,1041,438,209,99,453,523,70.0,98.7,0.285,0.381,0.539,47.2,53.5,9.3,8.2,0.514,18.0,24.8,0.197,NA,NA
Kansas State,32,11,21,0.344,8.7,9.48,3,15,9,7,1,10,2054,2079,1285,707,1646,0.43,218,660,0.33,447,638,0.701,311,1098,374,241,128,525,562,67.2,96.3,0.388,0.401,0.533,51.1,52.9,11.2,12.1,0.496,21.2,30.2,0.272,NA,NA
Kansas,31,28,3,0.903,24.96,11.63,17,1,14,1,11,1,2312,1882,1245,684,1815,0.377,229,750,0.305,285,423,0.674,308,991,361,199,111,407,526,67.9,89.0,0.233,0.413,0.467,45.3,52.8,9.4,9.4,0.44,16.8,26.3,0.157,NA,NA
Kent State,32,20,12,0.625,3.68,-0.72,9,9,14,3,5,7,2442,2241,1300,779,1879,0.415,234,699,0.335,449,622,0.722,347,1126,404,169,68,453,563,70.1,98.3,0.331,0.372,0.515,49.3,51.9,7.4,5.9,0.477,17.2,29.9,0.239,NA,NA
Kentucky,31,25,6,0.806,15.78,7.46,15,3,16,2,8,2,2307,2049,1250,717,1819,0.394,214,697,0.307,401,583,0.688,333,1006,335,155,98,372,606,68.5,95.8,0.321,0.383,0.489,47.0,46.7,7.2,7.7,0.453,15.1,28.5,0.22,NA,NA
Lafayette,31,19,12,0.613,-5.91,-5.94,10,8,9,5,10,7,2174,2133,1240,816,1909,0.427,213,683,0.312,288,424,0.679,313,1094,355,178,60,297,432,67.7,101.7,0.222,0.358,0.505,50.3,43.5,8.5,6.1,0.483,12.3,27.1,0.151,NA,NA
Liberty,34,30,4,0.882,5.15,-7.26,13,3,17,0,7,4,2332,1830,1360,657,1697,0.387,195,668,0.292,321,464,0.692,237,996,294,157,60,408,548,61.3,87.7,0.273,0.394,0.477,46.8,44.7,7.5,5.7,0.445,17.5,21.2,0.189,NA,NA
Lipscomb,32,16,16,0.5,-7.08,-4.45,9,7,9,5,7,11,2255,2261,1285,829,1883,0.44,266,761,0.35,337,493,0.684,307,1111,405,192,125,398,499,68.8,102.3,0.262,0.404,0.534,49.6,48.9,8.7,10.3,0.511,15.8,27.0,0.179,NA,NA
Long Island University,33,15,18,0.455,-8.38,-6.16,9,9,8,6,6,11,2504,2534,1340,930,2114,0.44,254,761,0.334,420,591,0.711,383,1312,476,210,115,462,592,73.9,102.4,0.28,0.36,0.529,53.8,51.2,8.5,10.8,0.5,16.2,30.6,0.199,NA,NA
Louisiana,33,14,19,0.424,-4.6,-0.67,8,12,10,6,3,12,2416,2514,1325,896,1988,0.451,248,730,0.34,474,648,0.731,340,1193,448,234,96,459,617,72.8,104.2,0.326,0.367,0.548,50.7,50.0,9.7,8.2,0.513,16.7,29.5,0.238,NA,NA
Louisiana State,31,21,10,0.677,14.43,7.2,12,6,15,2,5,6,2495,2271,1250,821,1941,0.423,277,804,0.345,352,512,0.688,341,1035,397,178,102,368,549,70.8,102.7,0.264,0.414,0.52,45.7,48.4,8.1,8.3,0.494,14.4,28.5,0.181,NA,NA
Louisville,31,24,7,0.774,17.94,7.55,15,5,17,1,6,5,2296,1974,1250,690,1772,0.389,219,727,0.301,375,514,0.73,287,1000,326,187,100,365,528,67.1,94.1,0.29,0.41,0.49,45.5,47.2,8.9,9.0,0.451,15.3,25.0,0.212,NA,NA
Loyola (IL),32,21,11,0.656,5.7,0.54,13,5,14,2,5,6,2198,2007,1295,739,1677,0.441,267,726,0.368,262,392,0.668,237,973,399,198,114,502,570,65.7,94.4,0.234,0.433,0.539,50.3,54.0,9.3,10.3,0.52,21.2,23.7,0.156,NA,NA
Manhattan,31,13,18,0.419,-8.42,-6.26,8,12,7,6,5,11,1924,1991,1250,658,1576,0.418,180,522,0.345,495,725,0.683,310,1107,376,197,94,461,586,66.3,96.0,0.46,0.331,0.518,50.8,57.1,9.5,9.1,0.475,19.4,29.9,0.314,NA,NA
Marquette,30,18,12,0.6,15.44,9.3,8,10,13,3,3,8,2333,2149,1220,758,1839,0.412,207,642,0.322,426,641,0.665,305,1051,394,201,92,329,582,71.4,98.7,0.349,0.349,0.501,46.8,52.0,9.2,9.4,0.468,13.3,25.8,0.232,NA,NA
Marshall,32,17,15,0.531,1.7,-0.05,10,8,10,6,5,9,2429,2339,1285,804,1997,0.403,220,665,0.331,511,740,0.691,420,1316,333,262,98,493,500,75.5,96.4,0.371,0.333,0.498,51.5,41.4,10.8,7.9,0.458,17.3,32.0,0.256,NA,NA
