School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON
Maryland-Baltimore County,33,16,17,0.485,-8.08,-4.43,8,8,11,5,5,10,2255,2207,1325,759,1844,0.412,263,825,0.319,426,570,0.747,300,1139,385,211,96,439,590,68.0,98.0,0.309,0.447,0.522,50.1,50.7,9.4,8.6,0.483,17.2,26.3,0.231,NA,NA
Maryland,31,24,7,0.774,17.82,10.5,14,6,16,1,5,6,2226,1999,1240,731,1831,0.399,227,698,0.325,310,444,0.698,298,1055,400,170,110,362,588,67.7,95.2,0.242,0.381,0.489,47.1,54.7,8.1,10.9,0.461,15.1,26.3,0.169,NA,NA
Massachusetts,31,14,17,0.452,1.12,3.79,8,10,11,5,3,9,2124,2207,1250,806,1762,0.457,185,560,0.33,410,590,0.695,317,1120,449,220,68,439,559,69.2,102.0,0.335,0.318,0.54,52.7,55.7,10.2,6.4,0.51,17.7,30.3,0.233,NA,NA
Memphis,31,21,10,0.677,12.16,5.07,10,8,15,3,5,6,2232,2012,1250,682,1891,0.361,193,690,0.28,455,662,0.687,381,1137,358,238,93,461,604,73.1,88.1,0.35,0.365,0.456,47.8,52.5,10.4,8.1,0.412,17.3,29.4,0.241,NA,NA
Mercer,32,17,15,0.531,-3.13,-2.7,11,7,9,6,8,6,2294,2248,1280,794,1840,0.432,238,742,0.321,422,638,0.661,298,1033,407,224,83,409,508,70.4,99.9,0.347,0.403,0.524,46.8,51.3,10.0,6.9,0.496,16.0,26.2,0.229,NA,NA
Miami (FL),31,15,16,0.484,6.63,8.66,7,13,9,5,4,8,2207,2270,1270,862,1945,0.443,229,675,0.339,317,445,0.712,364,1195,471,191,134,384,505,68.7,104.1,0.229,0.347,0.526,52.8,54.6,8.8,11.5,0.502,15.1,31.9,0.163,NA,NA
Michigan State,31,22,9,0.71,21.92,10.76,14,6,12,3,7,4,2353,2007,1240,709,1873,0.379,203,707,0.287,386,549,0.703,321,1027,395,186,105,341,529,69.4,93.3,0.293,0.377,0.47,44.9,55.7,8.7,9.2,0.433,13.8,26.0,0.206,NA,NA
Michigan,31,19,12,0.613,17.94,11.17,10,10,11,5,4,7,2326,2116,1255,799,1888,0.423,173,535,0.323,345,498,0.693,291,1094,315,143,83,349,494,69.3,97.3,0.264,0.283,0.498,49.4,39.4,6.6,7.3,0.469,14.1,25.5,0.183,NA,NA
Middle Tennessee,31,8,23,0.258,-8.41,0.84,4,14,5,10,3,10,2193,2332,1250,817,1744,0.468,224,593,0.378,474,672,0.705,281,1129,426,205,88,444,514,71.2,104.8,0.385,0.34,0.565,51.0,52.1,9.2,8.1,0.533,17.7,27.2,0.272,NA,NA
Milwaukee,31,12,19,0.387,-7.22,-3.91,7,11,7,8,4,9,2216,2252,1265,756,1726,0.438,212,612,0.346,528,735,0.718,313,1157,384,177,98,466,573,70.6,100.8,0.426,0.355,0.543,50.9,50.8,7.9,8.5,0.499,18.3,29.1,0.306,NA,NA
Minnesota,31,15,16,0.484,16.39,11.55,8,12,11,5,2,10,2205,2055,1250,756,1851,0.408,177,577,0.307,366,518,0.707,331,1121,398,162,110,333,510,67.3,97.7,0.28,0.312,0.49,47.9,52.6,7.7,9.9,0.456,13.7,27.9,0.198,NA,NA
Mississippi State,31,20,11,0.645,12.21,6.96,11,7,14,2,4,7,2275,2112,1240,751,1770,0.424,200,641,0.312,410,559,0.733,311,944,379,220,92,356,575,67.3,101.2,0.316,0.362,0.519,44.9,50.5,10.5,7.5,0.481,14.9,28.3,0.232,NA,NA
Mississippi,32,15,17,0.469,7.37,6.9,6,12,12,5,1,10,2208,2193,1290,745,1750,0.426,177,607,0.292,526,711,0.74,306,1116,411,194,123,435,595,68.8,98.8,0.406,0.347,0.525,50.8,55.2,8.7,10.4,0.476,17.2,27.9,0.301,NA,NA
Missouri,31,15,16,0.484,8.51,6.54,7,11,12,4,2,10,2081,2020,1250,648,1587,0.408,173,601,0.288,551,759,0.726,289,1026,318,184,107,437,584,67.1,96.4,0.478,0.379,0.519,48.5,49.1,8.8,10.5,0.463,18.3,27.7,0.347,NA,NA
Montana,31,18,13,0.581,0.59,-1.52,14,6,12,3,6,10,2195,2122,1255,713,1641,0.434,175,517,0.338,521,727,0.717,250,1049,322,184,86,444,517,69.4,97.4,0.443,0.315,0.534,52.0,45.2,8.4,6.7,0.488,18.3,24.4,0.317,NA,NA
Morehead State,32,13,19,0.406,-10.96,-6.42,7,11,11,4,2,14,2208,2240,1295,818,1914,0.427,231,716,0.323,373,530,0.704,329,1166,387,191,156,402,534,69.1,100.1,0.277,0.374,0.517,49.6,47.3,8.5,12.4,0.488,15.7,28.0,0.195,NA,NA
Mount St. Mary's,32,11,21,0.344,-9.56,-6.47,7,11,8,6,3,15,2053,2132,1295,767,1776,0.432,232,653,0.355,366,520,0.704,299,1119,396,176,111,366,578,64.5,102.1,0.293,0.368,0.527,50.0,51.6,8.4,10.1,0.497,15.3,27.8,0.206,NA,NA
Murray State,32,23,9,0.719,1.99,-6.08,15,3,15,0,6,6,2413,2070,1290,734,1833,0.4,207,666,0.311,395,574,0.688,283,1014,335,193,115,414,602,69.7,92.1,0.313,0.363,0.492,45.5,45.6,8.6,9.4,0.457,16.4,23.7,0.215,NA,NA
Nebraska,32,7,25,0.219,2.41,10.66,2,18,5,11,0,12,2235,2499,1305,957,2126,0.45,276,828,0.333,309,463,0.667,412,1442,498,181,167,443,534,72.8,105.2,0.218,0.389,0.533,56.0,52.0,7.6,13.7,0.515,15.9,32.9,0.145,NA,NA
Nevada,31,19,12,0.613,8.91,4.14,12,6,12,3,4,7,2391,2243,1245,753,1866,0.404,246,826,0.298,489,682,0.717,297,1104,384,148,80,338,513,71.7,100.5,0.365,0.443,0.512,48.2,51.0,6.6,7.5,0.469,13.4,24.5,0.262,NA,NA
New Mexico State,31,25,6,0.806,4.11,-4.24,16,0,13,1,9,3,2214,1852,1245,658,1554,0.423,189,585,0.323,347,475,0.731,201,844,311,188,61,428,568,64.6,92.0,0.306,0.376,0.52,43.6,47.3,9.3,6.8,0.484,19.4,21.2,0.223,NA,NA
New Mexico,33,19,14,0.576,3.47,2.63,7,11,15,3,2,9,2531,2483,1320,918,2041,0.45,301,869,0.346,346,501,0.691,364,1184,537,232,85,486,635,73.0,103.1,0.245,0.426,0.545,50.5,58.5,9.6,7.0,0.524,17.6,30.1,0.17,NA,NA
New Orleans,30,9,21,0.3,-14.08,-4.73,5,15,6,8,3,13,2262,2323,1200,823,1697,0.485,201,579,0.347,476,650,0.732,309,1020,460,196,125,481,583,72.8,106.4,0.383,0.341,0.579,52.3,55.9,9.0,9.8,0.544,19.3,32.3,0.28,NA,NA
Norfolk State,31,16,15,0.516,-7.76,-9.39,12,4,11,2,4,12,2186,2012,1245,670,1676,0.4,206,684,0.301,466,674,0.691,306,1095,402,174,97,497,550,70.3,91.9,0.402,0.408,0.504,48.8,60.0,7.9,9.1,0.461,19.9,27.8,0.278,NA,NA
UNC Asheville,31,15,16,0.484,-10.31,-8.31,8,10,10,5,5,10,2326,2318,1245,843,1670,0.505,194,522,0.372,438,662,0.662,278,1113,428,148,86,515,566,71.2,104.7,0.396,0.313,0.584,54.3,50.8,6.7,7.7,0.563,20.6,29.2,0.262,NA,NA
North Carolina Central,31,18,13,0.581,-10.04,-8.86,13,3,12,0,5,13,2162,2045,1260,724,1751,0.413,205,680,0.301,392,563,0.696,354,1090,370,188,93,533,522,69.6,93.3,0.322,0.388,0.507,50.6,51.1,8.6,8.2,0.472,20.9,31.7,0.224,NA,NA
UNC Greensboro,32,23,9,0.719,5.92,-1.48,13,5,14,4,9,4,2372,2020,1295,699,1649,0.424,226,655,0.345,396,589,0.672,275,1088,345,185,79,575,528,69.0,90.4,0.357,0.397,0.524,47.9,49.4,8.3,6.7,0.492,23.0,26.4,0.24,NA,NA
NC State,32,20,12,0.625,12.05,7.14,10,10,14,4,5,7,2388,2231,1285,792,1857,0.426,193,610,0.316,454,658,0.69,363,1187,344,213,109,455,536,70.6,98.4,0.354,0.328,0.514,51.0,43.4,9.4,8.6,0.478,17.3,31.0,0.244,NA,NA
UNC Wilmington,32,10,22,0.313,-9.31,-0.9,5,13,8,8,1,12,2186,2294,1290,830,1872,0.443,234,723,0.324,400,587,0.681,320,1172,407,207,82,417,527,69.6,102.3,0.314,0.386,0.533,51.9,49.0,9.2,6.8,0.506,16.2,28.1,0.214,NA,NA
North Carolina,33,14,19,0.424,9.45,10.05,6,14,7,8,3,9,2383,2403,1340,843,1999,0.422,277,824,0.336,440,583,0.755,296,1131,455,229,138,378,616,70.4,102.0,0.292,0.412,0.528,45.0,54.0,9.7,9.4,0.491,14.2,24.2,0.22,NA,NA
North Dakota State,33,25,8,0.758,2.19,-3.94,13,3,13,1,8,6,2467,2183,1325,822,1889,0.435,192,591,0.325,347,483,0.718,209,1055,314,152,95,338,553,67.8,97.2,0.256,0.313,0.515,47.4,38.2,6.8,9.3,0.486,13.8,18.5,0.184,NA,NA
North Dakota,33,15,18,0.455,-6.24,-1.38,7,9,8,3,4,13,2470,2467,1330,908,1999,0.454,236,644,0.366,415,565,0.735,281,1088,402,218,89,361,612,70.5,105.2,0.283,0.322,0.544,48.1,44.3,9.3,8.0,0.513,13.7,24.0,0.208,NA,NA
North Florida,33,21,12,0.636,-0.57,-3.25,13,3,13,2,7,9,2583,2416,1320,934,2024,0.461,157,494,0.318,391,559,0.699,371,1195,489,188,94,377,508,69.6,105.2,0.276,0.244,0.528,51.2,52.4,8.2,10.0,0.5,14.1,31.4,0.193,NA,NA
North Texas,31,20,11,0.645,7.32,1.66,14,4,13,3,7,6,2203,1962,1245,671,1587,0.423,201,578,0.348,419,606,0.691,279,908,316,220,94,425,518,64.9,97.1,0.382,0.364,0.523,47.6,47.1,10.9,9.8,0.486,18.5,27.6,0.264,NA,NA
Northeastern,33,17,16,0.515,1.45,-3.28,9,9,7,6,7,7,2347,2191,1325,793,1745,0.454,218,664,0.328,387,534,0.725,248,993,342,173,78,431,505,65.8,100.5,0.306,0.381,0.548,49.4,43.1,7.9,7.2,0.517,17.7,24.1,0.222,NA,NA
Northern Iowa,31,25,6,0.806,9.83,1.45,14,4,16,0,8,4,2330,2006,1255,743,1778,0.418,223,669,0.333,297,434,0.684,249,943,327,209,74,321,471,65.9,97.1,0.244,0.376,0.506,44.8,44.0,10.1,7.1,0.481,13.9,22.3,0.167,NA,NA
Northern Kentucky,32,23,9,0.719,0.28,-4.65,13,5,11,4,10,5,2317,2089,1290,766,1850,0.414,185,632,0.293,372,557,0.668,362,1185,399,176,64,463,595,68.7,94.3,0.301,0.342,0.494,50.3,52.1,7.9,6.3,0.464,18.0,30.8,0.201,NA,NA
Northwestern,31,8,23,0.258,5.35,10.51,3,17,5,11,2,10,2012,2172,1250,769,1832,0.42,264,777,0.34,370,524,0.706,333,1183,481,170,105,331,469,66.7,104.2,0.286,0.424,0.522,53.1,62.5,8.2,8.9,0.492,13.7,29.2,0.202,NA,NA
Notre Dame,32,20,12,0.625,11.21,5.62,10,10,15,4,4,7,2376,2197,1290,832,2011,0.414,245,728,0.337,286,397,0.72,347,1221,422,181,101,373,491,69.0,98.8,0.197,0.362,0.499,50.2,50.7,8.1,9.2,0.475,14.5,28.1,0.142,NA,NA
Ohio State,31,21,10,0.677,19.37,10.24,11,9,15,2,4,7,2234,1951,1240,688,1733,0.397,224,684,0.327,351,508,0.691,284,978,338,154,95,379,578,66.8,94.3,0.293,0.395,0.494,46.2,49.1,7.4,9.6,0.462,16.1,25.4,0.203,NA,NA
Ohio,32,17,15,0.531,0.74,0.17,8,10,12,5,4,8,2286,2192,1280,754,1802,0.418,239,727,0.329,445,570,0.781,273,1076,354,199,76,405,572,68.8,99.5,0.316,0.403,0.529,48.7,46.9,9.0,7.2,0.485,16.3,24.6,0.247,NA,NA
Oklahoma State,32,18,14,0.563,12.01,10.51,7,11,10,6,5,7,2163,2115,1280,722,1801,0.401,239,800,0.299,432,597,0.724,334,1115,409,197,106,450,564,68.5,96.5,0.331,0.444,0.507,49.4,56.6,9.0,9.0,0.467,17.8,29.0,0.24,NA,NA
Oklahoma,31,19,12,0.613,13.48,10.64,9,9,12,3,4,8,2177,2089,1240,777,1946,0.399,262,780,0.336,273,384,0.711,333,1182,368,192,78,361,536,69.7,96.8,0.197,0.401,0.491,50.8,47.4,8.9,7.1,0.467,14.5,27.4,0.14,NA,NA
Old Dominion,32,13,19,0.406,0.02,0.06,9,9,10,4,3,11,2098,2099,1290,704,1739,0.405,266,787,0.338,425,591,0.719,244,1086,384,164,120,402,514,67.5,96.4,0.34,0.453,0.52,46.4,54.5,7.5,9.5,0.481,16.6,21.7,0.244,NA,NA
Oral Roberts,31,17,14,0.548,2.16,-1.58,9,7,13,1,3,12,2485,2265,1250,811,1848,0.439,241,719,0.335,402,558,0.72,294,1093,404,138,103,416,528,71.5,101.3,0.302,0.389,0.536,48.2,49.8,6.2,8.3,0.504,16.4,26.6,0.218,NA,NA
Oregon State,31,18,13,0.581,9.7,6.15,7,11,12,4,3,8,2207,2097,1240,744,1727,0.431,218,628,0.347,391,533,0.734,304,1035,408,173,95,383,580,66.6,101.6,0.309,0.364,0.529,50.6,54.8,8.4,8.8,0.494,16.2,29.0,0.226,NA,NA
Oregon,31,24,7,0.774,18.22,9.09,13,5,17,0,5,5,2352,2069,1275,724,1780,0.407,236,723,0.326,385,525,0.733,342,1032,385,127,110,418,480,66.1,98.2,0.295,0.406,0.51,48.5,53.2,6.0,9.6,0.473,17.1,31.1,0.216,NA,NA
Pennsylvania,27,16,11,0.593,1.07,-0.36,8,6,8,3,6,7,1991,1906,1085,716,1704,0.42,175,523,0.335,299,418,0.715,283,1021,286,195,80,324,409,71.6,98.2,0.245,0.307,0.501,51.1,39.9,10.0,8.9,0.472,14.6,27.1,0.175,NA,NA
Pittsburgh,33,16,17,0.485,6.8,7.32,6,14,11,7,2,9,2152,2169,1325,791,1838,0.43,247,728,0.339,340,477,0.713,387,1199,467,180,140,510,599,66.0,99.2,0.26,0.396,0.525,51.5,59.0,8.2,11.0,0.498,19.8,34.6,0.185,NA,NA
Prairie View,32,19,13,0.594,-6.26,-8.36,14,4,12,0,6,12,2302,2186,1290,716,1673,0.428,189,634,0.298,565,818,0.691,285,1066,382,188,101,567,652,72.7,93.2,0.489,0.379,0.53,50.5,53.4,8.0,7.5,0.484,21.6,27.8,0.338,NA,NA
Princeton,27,14,13,0.519,-0.75,-1.48,9,5,7,6,5,6,1931,1866,1085,703,1515,0.464,159,462,0.344,301,400,0.753,202,837,296,168,92,318,441,67.2,102.4,0.264,0.305,0.547,49.1,42.1,9.2,10.9,0.517,15.7,23.7,0.199,NA,NA
Providence,31,19,12,0.613,13.45,8.19,12,6,13,3,5,6,2214,2051,1245,705,1691,0.417,194,624,0.311,447,632,0.707,304,1101,362,216,105,464,584,69.6,94.7,0.374,0.369,0.515,48.4,51.3,10.0,8.9,0.474,18.9,28.4,0.264,NA,NA
Purdue,31,16,15,0.516,16.3,10.76,9,11,11,5,4,8,2114,1942,1270,676,1661,0.407,213,698,0.305,377,530,0.711,280,1015,401,161,116,419,510,64.7,94.5,0.319,0.42,0.508,47.0,59.3,7.8,9.7,0.471,18.0,27.2,0.227,NA,NA
Radford,32,21,11,0.656,-2.67,-5.71,15,3,11,4,9,6,2302,2115,1285,734,1749,0.42,257,789,0.326,390,579,0.674,290,1030,396,134,93,354,571,65.0,101.3,0.331,0.451,0.522,46.9,54.0,6.4,8.4,0.493,14.9,26.0,0.223,NA,NA
Rhode Island,30,21,9,0.7,9.25,4.78,13,5,12,3,8,5,2200,2066,1210,752,1799,0.418,201,677,0.297,361,512,0.705,321,1141,397,165,100,452,571,71.8,95.1,0.285,0.376,0.506,49.5,52.8,7.6,7.6,0.474,18.1,28.6,0.201,NA,NA
Robert Morris,34,20,14,0.588,-4.73,-6.33,13,5,12,3,7,11,2373,2280,1360,824,1842,0.447,216,671,0.322,416,573,0.726,322,1159,410,211,114,502,533,67.5,99.4,0.311,0.364,0.539,50.4,49.8,9.2,9.6,0.506,19.2,28.9,0.226,NA,NA
Rutgers,31,20,11,0.645,15.72,9.68,11,9,18,1,2,8,2168,1942,1250,681,1778,0.383,228,733,0.311,352,494,0.713,300,1062,374,167,114,402,531,67.7,91.8,0.278,0.412,0.482,46.0,54.9,7.9,8.8,0.447,16.6,25.4,0.198,NA,NA
Saint Joseph's,32,6,26,0.188,-5.54,4.93,2,16,4,10,2,12,2208,2543,1285,920,1976,0.466,244,657,0.371,459,633,0.725,324,1251,458,213,128,328,530,71.3,111.1,0.32,0.332,0.558,52.7,49.8,9.3,13.1,0.527,12.6,29.0,0.232,NA,NA
Saint Louis,31,23,8,0.742,9.41,3.07,12,6,15,3,6,4,2223,2020,1255,685,1710,0.401,218,675,0.323,432,619,0.698,276,1023,335,210,110,426,585,68.7,93.7,0.362,0.395,0.504,45.4,48.9,9.7,8.4,0.464,17.5,24.6,0.253,NA,NA
Saint Mary's (CA),34,26,8,0.765,12.27,5.24,11,5,14,3,6,3,2559,2276,1400,851,1882,0.452,204,603,0.338,370,517,0.716,254,1030,333,136,107,401,556,65.0,100.0,0.275,0.32,0.535,48.6,39.1,6.0,8.7,0.506,15.9,23.5,0.197,NA,NA
San Diego State,32,30,2,0.938,18.38,3.93,17,1,14,1,11,0,2395,1903,1280,659,1705,0.387,213,717,0.297,370,508,0.728,284,1015,352,175,61,452,559,66.1,90.0,0.298,0.421,0.489,47.5,53.4,8.3,5.8,0.449,18.8,25.6,0.217,NA,NA
Seton Hall,30,21,9,0.7,16.75,9.95,13,5,11,4,8,4,2241,2037,1200,717,1786,0.401,197,616,0.32,406,579,0.701,351,1099,348,192,92,414,538,71.0,95.7,0.324,0.345,0.494,49.7,48.5,9.0,8.8,0.457,16.7,30.4,0.227,NA,NA
South Carolina,31,18,13,0.581,10.27,6.43,10,8,12,5,6,6,2275,2156,1245,656,1669,0.393,197,665,0.296,647,886,0.73,315,1098,356,191,112,482,638,72.5,95.5,0.531,0.398,0.516,48.7,54.3,8.5,8.4,0.452,18.7,28.6,0.388,NA,NA
South Dakota State,32,22,10,0.688,2.29,-4.24,13,3,16,0,6,9,2493,2256,1295,840,1997,0.421,231,755,0.306,345,508,0.679,339,1082,369,211,102,357,590,69.8,99.8,0.254,0.378,0.504,46.9,43.9,9.3,8.6,0.478,13.8,26.9,0.173,NA,NA
Southern California,31,22,9,0.71,11.51,7.22,11,7,14,2,5,6,2179,2046,1255,723,1881,0.384,232,741,0.313,368,527,0.698,333,1088,369,245,91,398,575,70.0,93.2,0.28,0.394,0.48,47.7,51.0,11.2,7.5,0.446,15.7,27.9,0.196,NA,NA
Southern Methodist,30,19,11,0.633,7.97,3.5,9,9,15,2,4,9,2188,2054,1225,720,1723,0.418,255,741,0.344,359,486,0.739,309,973,429,212,90,377,514,66.0,101.7,0.282,0.43,0.526,47.0,59.6,10.5,9.2,0.492,16.2,29.0,0.208,NA,NA
Southern,32,17,15,0.531,-9.36,-9.49,13,5,11,1,5,14,2234,2147,1290,717,1647,0.435,168,532,0.316,545,801,0.68,255,994,308,186,108,461,592,69.5,95.8,0.486,0.323,0.529,47.2,43.0,8.3,8.3,0.486,18.5,25.0,0.331,NA,NA
St. Bonaventure,31,19,12,0.613,3.12,1.62,11,7,9,5,7,7,2143,2073,1250,716,1716,0.417,256,779,0.329,385,563,0.684,284,1032,436,169,93,373,488,66.3,100.1,0.328,0.454,0.523,47.7,60.9,8.2,7.8,0.492,15.8,26.2,0.224,NA,NA
St. John's (NY),32,17,15,0.531,10.71,7.68,5,13,13,6,1,8,2387,2290,1280,785,1892,0.415,253,799,0.317,467,685,0.682,379,1310,452,167,140,537,552,74.3,96.4,0.362,0.422,0.516,51.6,57.6,7.0,9.6,0.482,19.5,31.3,0.247,NA,NA
Stanford,32,20,12,0.625,13.35,6.38,9,9,14,4,4,6,2223,2000,1290,707,1765,0.401,195,659,0.296,391,561,0.697,316,1093,322,203,126,497,561,68.7,90.3,0.318,0.373,0.492,51.2,45.5,9.2,11.3,0.456,19.7,27.8,0.222,NA,NA
Stephen F. Austin,31,28,3,0.903,4.04,-6.89,19,1,16,1,12,2,2499,2077,1245,675,1594,0.423,210,613,0.343,517,713,0.725,273,930,356,237,109,669,675,74.8,89.3,0.447,0.385,0.537,44.5,52.7,10.2,8.3,0.489,25.7,26.6,0.324,NA,NA
Stony Brook,33,20,13,0.606,-2.41,-4.41,10,6,10,5,8,8,2283,2172,1330,764,1959,0.39,275,822,0.335,369,536,0.688,337,1175,438,205,92,436,565,69.9,93.4,0.274,0.42,0.491,48.2,57.3,8.8,8.5,0.46,16.5,26.9,0.188,NA,NA
Syracuse,32,18,14,0.563,12.32,7.26,10,10,11,7,6,5,2378,2216,1290,758,1868,0.406,288,895,0.322,412,564,0.73,385,1186,551,187,89,446,567,68.3,100.6,0.302,0.479,0.519,50.9,72.7,8.5,8.2,0.483,17.3,32.2,0.221,NA,NA
Temple,31,14,17,0.452,6.59,6.17,6,12,8,7,4,8,2117,2104,1255,737,1848,0.399,240,775,0.31,390,545,0.716,315,1182,421,200,131,410,525,70.6,94.9,0.295,0.419,0.499,50.3,57.1,9.0,10.9,0.464,16.3,26.7,0.211,NA,NA
Tennessee,31,17,14,0.548,11.18,8.3,9,9,11,6,4,7,2079,1990,1240,685,1704,0.402,195,590,0.331,425,602,0.706,327,1036,306,236,93,404,604,66.6,96.4,0.353,0.346,0.5,49.2,44.7,11.4,8.8,0.459,16.9,30.1,0.249,NA,NA
Texas A&M,30,16,14,0.533,4.93,6.96,10,8,11,6,5,4,1894,1955,1205,679,1659,0.409,273,834,0.327,324,432,0.75,325,1031,434,200,117,444,575,65.7,98.7,0.26,0.503,0.524,50.3,63.9,10.1,12.6,0.492,19.2,31.8,0.195,NA,NA
TCU,32,16,16,0.5,9.86,10.09,7,11,14,5,1,9,2093,2079,1295,758,1748,0.434,208,589,0.353,355,535,0.664,322,1079,473,205,128,451,493,65.7,97.8,0.306,0.337,0.519,49.1,62.4,9.6,12.6,0.493,18.4,29.8,0.203,NA,NA
Texas Southern,32,16,16,0.5,-10.37,-6.05,12,6,11,1,5,15,2335,2431,1295,858,1964,0.437,237,691,0.343,478,663,0.721,349,1179,455,245,131,478,676,74.6,100.6,0.338,0.352,0.533,49.4,53.0,10.1,9.5,0.497,17.3,29.7,0.243,NA,NA
Texas Tech,31,18,13,0.581,16.83,8.41,9,9,13,4,3,7,2230,1969,1260,683,1680,0.407,185,599,0.309,413,595,0.694,312,1035,301,195,100,497,589,68.2,91.6,0.354,0.357,0.502,50.0,44.1,9.1,9.1,0.462,20.2,29.3,0.246,NA,NA
Texas,31,19,12,0.613,10.47,9.6,9,9,11,6,6,5,1989,1962,1240,710,1676,0.424,152,472,0.322,390,591,0.66,332,1098,310,199,95,427,441,66.2,95.6,0.353,0.282,0.501,52.7,43.7,9.7,9.6,0.469,17.9,31.9,0.233,NA,NA
Troy,31,9,22,0.29,-9.01,-1.32,5,15,6,9,3,13,2131,2276,1250,787,1768,0.445,238,705,0.338,464,663,0.7,319,1171,442,210,113,452,552,70.8,102.8,0.375,0.399,0.546,50.8,56.2,9.5,10.7,0.512,17.8,29.5,0.262,NA,NA
Tulsa,31,21,10,0.677,7.92,3.59,13,5,15,2,6,7,2103,1969,1260,690,1735,0.398,239,800,0.299,350,491,0.713,311,1063,369,224,108,455,589,67.1,93.2,0.283,0.461,0.5,49.9,53.5,10.6,9.9,0.467,18.8,28.0,0.202,NA,NA
UCLA,31,19,12,0.613,9.83,8.23,12,6,13,4,5,5,2153,2079,1250,710,1656,0.429,235,627,0.375,424,583,0.727,260,961,337,178,94,403,577,66.5,100.1,0.352,0.379,0.538,45.8,47.5,8.6,8.1,0.5,17.3,25.3,0.256,NA,NA
Utah State,34,26,8,0.765,13.66,4.04,12,6,15,1,4,6,2600,2179,1375,778,1987,0.392,264,841,0.314,359,515,0.697,278,1063,379,227,108,420,654,68.9,92.0,0.259,0.423,0.488,43.4,48.7,9.6,8.8,0.458,15.8,21.4,0.181,NA,NA
Utah,31,16,15,0.516,8.47,7.86,7,11,12,2,1,10,2199,2180,1260,818,1857,0.44,231,656,0.352,313,428,0.731,298,1025,415,207,119,377,587,67.7,102.3,0.23,0.353,0.529,48.1,50.7,9.7,11.3,0.503,15.5,26.9,0.169,NA,NA
Valparaiso,35,19,16,0.543,1.44,1.17,9,9,11,2,4,10,2530,2494,1420,908,1998,0.454,251,694,0.362,427,618,0.691,323,1248,472,221,91,496,563,69.5,101.1,0.309,0.347,0.544,51.1,52.0,9.0,7.3,0.517,17.8,27.1,0.214,NA,NA
Vanderbilt,32,11,21,0.344,3.16,6.41,3,15,10,10,1,9,2295,2399,1290,846,1811,0.467,215,613,0.351,492,667,0.738,311,1156,429,181,129,443,646,70.0,106.2,0.368,0.338,0.564,52.8,50.7,8.0,13.0,0.527,17.2,29.4,0.272,NA,NA
Vermont,33,26,7,0.788,6.07,-4.84,14,2,13,3,12,3,2361,1963,1320,673,1773,0.38,232,732,0.317,385,541,0.712,268,1074,338,189,83,422,572,66.5,89.4,0.305,0.413,0.484,47.0,50.2,8.6,7.8,0.445,17.2,23.0,0.217,NA,NA
