School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION
Notre Dame,26,11,15,0.423,7.73,9.38,7,11,6,5,4,8,1890.0,1933.0,1040.0,737.0,1665.0,0.443,219.0,598.0,0.366,240.0,328.0,0.732,288.0,952.0,363.0,158.0,99.0,223.0,394.0,67.4,110.3,0.197,0.359,0.531,52.3,49.3,9.0,11.8,0.508,10.9,29.7,0.144,,,
Ohio State,31,21,10,0.677,18.25,12.19,12,8,10,4,7,4,2392.0,2204.0,1255.0,767.0,1821.0,0.421,238.0,700.0,0.34,432.0,610.0,0.708,307.0,1041.0,424.0,149.0,82.0,312.0,588.0,67.6,103.9,0.335,0.384,0.522,47.8,55.3,7.0,7.6,0.487,12.9,26.9,0.237,2.0,R64,SOUTH
Ohio,25,17,8,0.68,5.48,-0.57,9,5,8,3,4,4,1980.0,1815.0,1000.0,646.0,1468.0,0.44,197.0,583.0,0.338,326.0,429.0,0.76,228.0,840.0,345.0,141.0,65.0,344.0,441.0,71.6,101.4,0.292,0.397,0.543,48.8,53.4,7.9,7.0,0.507,17.1,26.2,0.222,13.0,R32,WEST
Oklahoma State,30,21,9,0.7,13.65,9.78,11,7,10,3,8,4,2297.0,2181.0,1225.0,768.0,1869.0,0.411,223.0,698.0,0.319,422.0,586.0,0.72,348.0,1082.0,371.0,241.0,135.0,440.0,552.0,73.0,97.5,0.314,0.373,0.508,48.5,48.3,10.8,11.2,0.471,17.0,29.8,0.226,4.0,R32,MIDWEST
Oklahoma,27,16,11,0.593,13.52,8.86,9,8,10,3,4,7,2012.0,1886.0,1095.0,687.0,1627.0,0.422,223.0,625.0,0.357,289.0,386.0,0.749,266.0,977.0,327.0,152.0,82.0,349.0,444.0,69.2,99.6,0.237,0.384,0.521,50.3,47.6,8.0,8.1,0.491,16.2,27.4,0.178,8.0,R32,WEST
Old Dominion,23,15,8,0.652,-1.1,-0.87,11,5,9,1,6,6,1571.0,1556.0,925.0,547.0,1305.0,0.419,196.0,559.0,0.351,266.0,382.0,0.696,205.0,779.0,303.0,147.0,77.0,300.0,375.0,68.2,98.7,0.293,0.428,0.523,48.5,55.4,9.3,8.4,0.494,16.8,25.4,0.204,,,
Oral Roberts,29,18,11,0.621,1.73,-0.04,10,5,8,3,5,7,2352.0,2192.0,1165.0,797.0,1839.0,0.433,198.0,585.0,0.338,400.0,573.0,0.698,348.0,1145.0,352.0,163.0,86.0,393.0,490.0,73.6,102.2,0.312,0.318,0.519,53.2,44.2,7.6,9.0,0.487,15.7,31.2,0.218,15.0,S16,SOUTH
Oregon State,33,20,13,0.606,11.48,10.82,10,10,10,6,4,6,2325.0,2232.0,1330.0,763.0,1806.0,0.422,210.0,699.0,0.3,496.0,687.0,0.722,328.0,1110.0,414.0,175.0,92.0,400.0,600.0,66.2,101.5,0.38,0.387,0.523,49.5,54.3,8.0,7.7,0.481,15.8,29.1,0.275,12.0,E8,MIDWEST
Oregon,29,21,7,0.75,16.15,9.65,14,4,11,2,7,2,2097.0,1915.0,1160.0,693.0,1570.0,0.441,209.0,611.0,0.342,320.0,419.0,0.764,249.0,898.0,379.0,138.0,78.0,385.0,439.0,65.8,100.4,0.267,0.389,0.541,49.2,54.7,7.2,7.6,0.508,17.9,27.3,0.204,7.0,S16,WEST
Pennsylvania,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburgh,22,10,12,0.455,7.8,6.75,6,10,7,6,3,5,1566.0,1543.0,880.0,543.0,1249.0,0.435,163.0,505.0,0.323,294.0,415.0,0.708,199.0,729.0,348.0,130.0,93.0,263.0,386.0,68.5,102.3,0.332,0.404,0.533,46.4,64.1,8.6,10.9,0.5,15.4,26.1,0.235,,,
Prairie View,21,16,5,0.762,-8.02,-15.07,13,0,8,0,5,3,1497.0,1349.0,840.0,461.0,1097.0,0.42,117.0,368.0,0.318,310.0,505.0,0.614,231.0,757.0,230.0,144.0,66.0,382.0,323.0,70.7,90.9,0.46,0.335,0.505,50.6,49.9,9.7,8.2,0.474,22.2,31.4,0.283,,,
Princeton,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providence,26,13,13,0.5,8.94,8.82,9,10,8,3,4,7,1816.0,1813.0,1060.0,668.0,1533.0,0.436,154.0,518.0,0.297,323.0,462.0,0.699,278.0,947.0,326.0,165.0,87.0,299.0,459.0,67.2,101.8,0.301,0.338,0.517,50.5,48.8,9.3,8.6,0.486,14.6,29.9,0.211,,,
Purdue,28,18,10,0.643,15.55,11.23,13,6,11,1,5,6,1989.0,1868.0,1130.0,657.0,1579.0,0.416,228.0,716.0,0.318,324.0,476.0,0.681,235.0,880.0,394.0,155.0,96.0,315.0,515.0,66.5,99.4,0.301,0.453,0.517,45.5,60.0,8.2,9.7,0.488,14.9,24.1,0.205,4.0,R64,SOUTH
Radford,27,15,12,0.556,-6.2,-6.6,12,6,9,5,6,6,1826.0,1745.0,1100.0,628.0,1501.0,0.418,222.0,603.0,0.368,267.0,366.0,0.73,224.0,789.0,311.0,169.0,72.0,330.0,513.0,64.7,98.0,0.244,0.402,0.521,44.1,49.5,9.5,8.0,0.492,16.5,24.2,0.178,,,
Rhode Island,25,10,15,0.4,5.29,4.93,7,10,6,3,2,9,1786.0,1777.0,1020.0,622.0,1494.0,0.416,186.0,563.0,0.33,347.0,500.0,0.694,247.0,877.0,341.0,173.0,95.0,314.0,475.0,70.3,99.1,0.335,0.377,0.513,47.7,54.8,9.6,9.7,0.479,15.4,26.2,0.232,,,
Robert Morris,19,4,15,0.211,-13.2,-5.53,3,12,3,6,1,9,1374.0,1494.0,790.0,527.0,1125.0,0.468,162.0,421.0,0.385,278.0,385.0,0.722,220.0,715.0,276.0,122.0,50.0,261.0,291.0,68.5,110.4,0.342,0.374,0.571,52.5,52.4,9.0,6.5,0.54,16.6,33.4,0.247,,,
Rutgers,28,16,12,0.571,14.14,12.5,10,10,10,4,4,6,1939.0,1893.0,1125.0,670.0,1612.0,0.416,185.0,573.0,0.323,368.0,523.0,0.704,296.0,1019.0,377.0,190.0,92.0,362.0,450.0,68.3,98.6,0.324,0.355,0.509,50.8,56.3,9.9,8.4,0.473,16.3,29.2,0.228,10.0,R32,MIDWEST
Saint Joseph's,20,5,15,0.25,-4.56,5.89,3,9,3,3,1,9,1443.0,1652.0,825.0,602.0,1278.0,0.471,165.0,470.0,0.351,283.0,401.0,0.706,226.0,830.0,331.0,145.0,69.0,259.0,322.0,73.0,109.7,0.314,0.368,0.562,55.1,55.0,9.6,11.0,0.536,15.0,30.7,0.221,,,
Saint Louis,21,14,7,0.667,11.76,2.19,6,4,12,1,1,4,1575.0,1374.0,840.0,467.0,1114.0,0.419,143.0,425.0,0.336,297.0,409.0,0.726,155.0,624.0,241.0,139.0,84.0,286.0,341.0,68.7,95.3,0.367,0.382,0.525,43.6,51.6,9.6,9.6,0.483,17.9,22.1,0.267,,,
Saint Mary's (CA),24,14,10,0.583,8.05,6.43,4,6,9,3,2,3,1542.0,1503.0,960.0,558.0,1300.0,0.429,124.0,352.0,0.352,263.0,364.0,0.723,174.0,760.0,214.0,125.0,84.0,290.0,378.0,65.9,95.1,0.28,0.271,0.51,47.9,38.4,7.9,10.1,0.477,16.5,21.9,0.202,,,
San Diego State,28,23,5,0.821,14.36,2.99,14,3,13,2,6,2,2062.0,1713.0,1125.0,573.0,1461.0,0.392,225.0,670.0,0.336,342.0,465.0,0.735,224.0,895.0,349.0,127.0,81.0,421.0,513.0,66.9,91.0,0.318,0.459,0.509,47.2,60.9,6.7,8.6,0.469,20.0,23.5,0.234,6.0,R64,MIDWEST
Seton Hall,27,14,13,0.519,11.12,9.53,10,9,7,4,6,7,1924.0,1881.0,1095.0,680.0,1576.0,0.431,198.0,541.0,0.366,323.0,430.0,0.751,282.0,936.0,329.0,177.0,93.0,356.0,480.0,67.8,101.3,0.273,0.343,0.528,49.9,48.4,9.5,9.6,0.494,16.7,29.8,0.205,,,
South Carolina,21,6,15,0.286,3.39,10.01,4,12,3,6,2,7,1523.0,1662.0,840.0,566.0,1222.0,0.463,167.0,454.0,0.368,363.0,477.0,0.761,219.0,796.0,310.0,162.0,93.0,348.0,369.0,75.4,104.9,0.39,0.372,0.574,51.3,54.8,10.2,10.4,0.532,19.4,31.0,0.297,,,
South Dakota State,23,16,7,0.696,3.27,-2.05,9,3,8,1,4,2,1850.0,1690.0,920.0,606.0,1390.0,0.436,195.0,557.0,0.35,283.0,357.0,0.793,161.0,714.0,296.0,146.0,69.0,252.0,438.0,71.9,102.2,0.257,0.401,0.542,46.5,48.8,8.8,8.1,0.506,13.9,20.0,0.204,,,
Southern California,33,25,8,0.758,20.5,10.65,15,5,13,2,7,3,2473.0,2148.0,1340.0,780.0,2000.0,0.39,234.0,702.0,0.333,354.0,482.0,0.734,344.0,1076.0,420.0,185.0,91.0,382.0,618.0,67.7,94.7,0.241,0.351,0.482,45.6,53.8,8.2,6.9,0.449,14.6,27.7,0.177,6.0,E8,WEST
Southern Methodist,17,11,6,0.647,10.97,4.44,7,4,6,2,5,2,1269.0,1158.0,680.0,395.0,976.0,0.405,134.0,381.0,0.352,234.0,344.0,0.68,185.0,594.0,237.0,121.0,68.0,243.0,309.0,70.8,96.3,0.352,0.39,0.508,48.8,60.0,10.1,10.8,0.473,17.6,29.2,0.24,,,
Southern,19,8,11,0.421,-13.49,-13.07,8,6,5,2,3,7,1327.0,1335.0,775.0,457.0,1088.0,0.42,115.0,348.0,0.33,306.0,444.0,0.689,176.0,651.0,216.0,145.0,79.0,291.0,353.0,72.9,94.5,0.408,0.32,0.514,48.5,47.3,10.3,10.5,0.473,18.3,25.8,0.281,,,
St. Bonaventure,21,16,5,0.762,13.44,4.49,11,4,8,1,4,3,1471.0,1283.0,840.0,454.0,1166.0,0.389,154.0,502.0,0.307,221.0,334.0,0.662,219.0,708.0,258.0,103.0,67.0,263.0,328.0,65.3,93.6,0.286,0.431,0.484,47.7,56.8,7.5,8.0,0.455,16.6,29.0,0.19,9.0,R64,EAST
St. John's (NY),27,16,11,0.593,9.41,7.19,10,9,11,3,4,6,2132.0,2072.0,1095.0,756.0,1634.0,0.463,206.0,603.0,0.342,354.0,520.0,0.681,287.0,1023.0,395.0,186.0,108.0,443.0,452.0,74.1,102.2,0.318,0.369,0.551,51.3,52.2,9.2,9.3,0.526,19.1,30.0,0.217,,,
Stanford,27,14,13,0.519,10.15,10.01,10,10,5,4,6,6,1883.0,1879.0,1100.0,669.0,1609.0,0.416,215.0,640.0,0.336,326.0,435.0,0.749,280.0,905.0,342.0,189.0,97.0,388.0,494.0,69.7,98.1,0.27,0.398,0.517,50.0,51.1,9.9,9.6,0.483,17.6,28.7,0.203,,,
Stephen F. Austin,21,16,5,0.762,-1.63,-8.46,13,3,10,1,6,4,1686.0,1484.0,850.0,500.0,1134.0,0.441,136.0,405.0,0.336,348.0,466.0,0.747,186.0,603.0,272.0,160.0,67.0,381.0,428.0,72.7,96.1,0.411,0.357,0.547,44.6,54.4,10.4,7.5,0.501,21.9,26.9,0.307,,,
Stony Brook,23,9,14,0.391,-6.14,-4.73,7,9,5,5,4,8,1522.0,1509.0,930.0,533.0,1308.0,0.407,173.0,521.0,0.332,270.0,386.0,0.699,227.0,816.0,290.0,150.0,67.0,305.0,413.0,67.7,95.8,0.295,0.398,0.506,48.3,54.4,9.5,7.9,0.474,17.0,27.0,0.206,,,
Syracuse,28,18,10,0.643,13.27,8.59,9,7,13,1,2,7,2095.0,1964.0,1125.0,707.0,1724.0,0.41,242.0,762.0,0.318,308.0,415.0,0.742,355.0,1060.0,484.0,166.0,89.0,391.0,438.0,69.3,100.8,0.241,0.442,0.511,51.7,68.5,8.5,8.9,0.48,16.9,33.5,0.179,11.0,S16,MIDWEST
Temple,16,5,11,0.313,2.57,5.57,4,10,3,5,2,5,1053.0,1101.0,640.0,385.0,944.0,0.408,123.0,359.0,0.343,208.0,299.0,0.696,169.0,592.0,213.0,90.0,55.0,175.0,290.0,68.3,100.7,0.317,0.38,0.507,50.5,55.3,8.2,10.3,0.473,13.9,28.1,0.22,,,
Tennessee,27,18,9,0.667,16.87,8.46,10,7,13,3,4,4,1941.0,1714.0,1080.0,599.0,1492.0,0.401,184.0,568.0,0.324,332.0,456.0,0.728,272.0,917.0,278.0,175.0,73.0,424.0,521.0,68.7,92.3,0.306,0.381,0.502,48.6,46.4,9.4,7.2,0.463,19.9,28.8,0.223,5.0,R64,MIDWEST
Texas A&M,18,8,10,0.444,2.2,4.86,2,8,6,4,2,4,1157.0,1205.0,720.0,432.0,959.0,0.45,155.0,455.0,0.341,186.0,284.0,0.655,174.0,580.0,293.0,120.0,68.0,271.0,307.0,66.1,101.3,0.296,0.474,0.551,49.1,67.8,10.1,11.8,0.531,19.9,30.1,0.194,,,
TCU,26,12,14,0.462,2.61,6.99,5,11,6,7,3,6,1738.0,1852.0,1045.0,684.0,1523.0,0.449,177.0,528.0,0.335,307.0,447.0,0.687,267.0,893.0,402.0,182.0,93.0,301.0,420.0,67.6,104.9,0.293,0.347,0.534,49.8,58.8,10.3,10.2,0.507,14.8,29.3,0.202,,,
Texas Southern,26,17,9,0.654,-6.15,-9.03,10,3,8,2,5,6,1921.0,1806.0,1045.0,626.0,1563.0,0.401,189.0,610.0,0.31,365.0,522.0,0.699,261.0,928.0,314.0,165.0,94.0,378.0,501.0,73.9,93.6,0.334,0.39,0.499,46.6,50.2,8.5,8.2,0.461,17.3,25.8,0.234,16.0,R64,EAST
Texas Tech,29,18,11,0.621,16.59,7.28,9,8,11,4,5,4,2103.0,1833.0,1170.0,631.0,1533.0,0.412,200.0,585.0,0.342,371.0,545.0,0.681,284.0,965.0,284.0,159.0,87.0,465.0,576.0,67.1,93.4,0.356,0.382,0.511,48.8,45.0,8.1,7.6,0.477,20.6,29.4,0.242,6.0,R32,SOUTH
Texas,27,19,8,0.704,15.51,9.36,11,6,8,5,6,2,2008.0,1842.0,1095.0,644.0,1579.0,0.408,166.0,523.0,0.317,388.0,567.0,0.684,278.0,928.0,267.0,169.0,84.0,339.0,481.0,69.5,96.7,0.359,0.331,0.498,47.3,41.5,8.9,9.4,0.46,15.5,27.2,0.246,3.0,R64,EAST
Troy,28,11,17,0.393,-12.06,-4.06,4,12,7,4,2,11,1829.0,1942.0,1125.0,696.0,1627.0,0.428,221.0,622.0,0.355,329.0,490.0,0.671,262.0,1008.0,372.0,224.0,110.0,375.0,516.0,70.2,98.4,0.301,0.382,0.522,48.8,53.4,11.3,11.3,0.496,16.8,25.8,0.202,,,
Tulsa,23,11,12,0.478,4.19,5.43,7,9,7,5,4,4,1573.0,1509.0,920.0,520.0,1272.0,0.409,181.0,540.0,0.335,288.0,441.0,0.653,252.0,806.0,287.0,172.0,58.0,338.0,394.0,68.0,96.4,0.347,0.425,0.509,50.8,55.2,11.0,7.7,0.48,18.6,30.4,0.226,,,
UCLA,32,22,10,0.688,16.3,11.34,13,6,11,1,5,6,2349.0,2190.0,1325.0,798.0,1811.0,0.441,230.0,683.0,0.337,364.0,510.0,0.714,253.0,1008.0,397.0,157.0,93.0,377.0,577.0,65.4,101.1,0.282,0.377,0.533,47.4,49.7,7.2,7.3,0.504,15.5,23.9,0.201,11.0,F4,EAST
Utah State,29,20,9,0.69,10.99,1.32,13,4,10,2,5,3,2105.0,1808.0,1160.0,640.0,1640.0,0.39,221.0,664.0,0.333,307.0,414.0,0.742,222.0,881.0,334.0,192.0,103.0,396.0,514.0,69.5,89.7,0.252,0.405,0.492,42.7,52.2,9.5,8.8,0.458,17.7,21.3,0.187,11.0,R64,SOUTH
Utah,25,12,13,0.48,11.86,9.54,8,11,8,5,3,7,1803.0,1745.0,1010.0,639.0,1427.0,0.448,183.0,508.0,0.36,284.0,390.0,0.728,250.0,849.0,328.0,158.0,97.0,335.0,429.0,67.6,102.2,0.273,0.356,0.541,52.1,51.3,9.3,10.6,0.512,17.2,29.5,0.199,,,
Valparaiso,28,10,18,0.357,-4.21,1.14,7,11,6,6,4,11,1821.0,1902.0,1130.0,701.0,1606.0,0.436,191.0,574.0,0.333,309.0,446.0,0.693,252.0,1032.0,370.0,170.0,68.0,365.0,427.0,68.3,98.5,0.278,0.357,0.523,52.9,52.8,8.8,7.2,0.496,16.7,25.8,0.192,,,
Vanderbilt,25,9,16,0.36,6.14,6.74,3,13,6,7,2,8,1794.0,1809.0,1000.0,646.0,1411.0,0.458,178.0,526.0,0.338,339.0,475.0,0.714,237.0,867.0,340.0,170.0,105.0,345.0,439.0,69.6,103.9,0.337,0.373,0.553,50.7,52.6,9.8,14.0,0.521,17.4,28.4,0.24,,,
Vermont,15,10,5,0.667,1.99,-7.61,10,4,6,3,4,2,1095.0,951.0,610.0,330.0,810.0,0.407,101.0,324.0,0.312,190.0,271.0,0.701,120.0,467.0,145.0,76.0,33.0,192.0,291.0,66.4,93.9,0.335,0.4,0.507,47.1,43.9,7.5,6.7,0.47,17.0,23.2,0.235,,,
Villanova,25,18,7,0.72,17.47,9.19,11,4,9,0,4,4,1870.0,1663.0,1005.0,612.0,1388.0,0.441,193.0,563.0,0.343,246.0,355.0,0.693,207.0,818.0,299.0,100.0,69.0,303.0,417.0,65.7,100.8,0.256,0.406,0.534,49.1,48.9,6.1,8.6,0.51,16.3,25.2,0.177,5.0,S16,SOUTH
Virginia Commonwealth,27,19,7,0.731,11.3,4.76,10,4,12,2,5,3,1864.0,1694.0,1085.0,590.0,1457.0,0.405,156.0,511.0,0.305,358.0,516.0,0.694,293.0,905.0,302.0,168.0,81.0,436.0,453.0,67.9,92.0,0.354,0.351,0.498,50.4,51.2,9.1,8.5,0.458,20.4,31.0,0.246,10.0,R64,WEST
Virginia Tech,22,15,7,0.682,12.59,6.5,9,4,10,2,3,3,1585.0,1451.0,895.0,513.0,1210.0,0.424,156.0,471.0,0.331,269.0,386.0,0.697,178.0,708.0,236.0,128.0,73.0,266.0,382.0,66.4,97.7,0.319,0.389,0.521,48.2,46.0,8.6,10.0,0.488,16.0,24.3,0.222,10.0,R64,SOUTH
Virginia,25,18,7,0.72,15.27,7.59,13,4,10,1,6,3,1705.0,1513.0,1005.0,550.0,1321.0,0.416,168.0,495.0,0.339,245.0,327.0,0.749,182.0,738.0,291.0,124.0,58.0,233.0,306.0,60.8,99.0,0.248,0.375,0.512,48.3,52.9,8.1,7.6,0.48,13.6,22.4,0.185,4.0,R64,WEST
Wake Forest,22,6,16,0.273,1.72,8.06,3,15,5,6,1,9,1458.0,1583.0,885.0,569.0,1213.0,0.469,167.0,442.0,0.378,278.0,396.0,0.702,181.0,749.0,307.0,167.0,104.0,269.0,330.0,67.4,106.1,0.326,0.364,0.565,51.1,54.0,11.2,15.8,0.538,16.1,25.8,0.229,,,
Washington,26,5,21,0.192,1.88,11.61,4,16,4,7,1,9,1759.0,2012.0,1040.0,719.0,1583.0,0.454,183.0,524.0,0.349,391.0,549.0,0.712,313.0,1012.0,411.0,152.0,79.0,318.0,434.0,71.0,109.0,0.347,0.331,0.546,55.5,57.2,8.2,8.6,0.512,14.7,34.4,0.247,,,
Weber State,23,17,6,0.739,3.14,-5.22,12,3,11,0,6,5,1881.0,1594.0,920.0,569.0,1341.0,0.424,162.0,478.0,0.339,294.0,410.0,0.717,196.0,714.0,291.0,142.0,53.0,328.0,436.0,72.5,95.6,0.306,0.356,0.519,48.6,51.1,8.5,6.6,0.485,17.6,24.4,0.219,,,
West Virginia,29,19,10,0.655,15.36,10.05,11,6,8,5,7,2,2243.0,2089.0,1175.0,769.0,1721.0,0.447,219.0,653.0,0.335,332.0,481.0,0.69,313.0,1021.0,405.0,178.0,82.0,434.0,590.0,70.6,100.8,0.279,0.379,0.536,48.2,52.7,8.6,6.8,0.51,18.2,30.7,0.193,3.0,R32,MIDWEST
Western Michigan,21,5,16,0.238,-11.51,-1.21,4,12,2,9,3,7,1325.0,1511.0,840.0,560.0,1291.0,0.434,156.0,496.0,0.315,235.0,324.0,0.725,220.0,762.0,233.0,163.0,52.0,213.0,329.0,68.3,105.4,0.251,0.384,0.523,51.8,41.6,11.4,7.2,0.494,12.8,28.8,0.182,,,
Wichita State,22,16,6,0.727,9.36,6.91,11,2,10,2,5,2,1572.0,1469.0,890.0,533.0,1326.0,0.402,150.0,506.0,0.296,253.0,371.0,0.682,266.0,868.0,272.0,119.0,63.0,286.0,396.0,68.6,96.2,0.28,0.382,0.489,51.0,51.0,7.8,8.0,0.459,16.0,31.7,0.191,11.0,R68,WEST
Winthrop,25,23,2,0.92,4.69,-7.15,17,1,11,1,10,0,1972.0,1676.0,1000.0,597.0,1384.0,0.431,165.0,510.0,0.324,317.0,476.0,0.666,190.0,786.0,260.0,147.0,88.0,398.0,524.0,72.5,92.4,0.344,0.368,0.52,43.9,43.6,8.1,9.5,0.491,19.8,21.8,0.229,12.0,R64,SOUTH
Wisconsin,31,18,13,0.581,17.22,11.93,10,10,11,5,5,6,2167.0,2003.0,1250.0,729.0,1726.0,0.422,194.0,579.0,0.335,351.0,491.0,0.715,260.0,1084.0,385.0,135.0,115.0,356.0,501.0,65.8,97.4,0.284,0.335,0.511,51.0,52.8,6.6,10.8,0.479,15.4,24.8,0.203,9.0,R32,SOUTH
Wofford,24,15,9,0.625,1.76,-0.24,12,5,9,3,6,4,1784.0,1627.0,965.0,599.0,1373.0,0.436,195.0,580.0,0.336,234.0,341.0,0.686,215.0,779.0,290.0,154.0,67.0,311.0,375.0,67.6,99.8,0.248,0.422,0.53,48.4,48.4,9.4,9.8,0.507,16.8,26.0,0.17,,,
Wright State,24,18,6,0.75,6.89,-7.65,16,4,9,4,9,2,1967.0,1618.0,965.0,615.0,1534.0,0.401,154.0,504.0,0.306,234.0,334.0,0.701,244.0,791.0,272.0,172.0,51.0,290.0,465.0,72.1,93.0,0.218,0.329,0.478,43.8,44.2,9.9,5.2,0.451,14.6,25.0,0.153,,,
Wyoming,25,14,11,0.56,-1.23,-2.31,5,9,7,5,4,5,1915.0,1888.0,1010.0,694.0,1452.0,0.478,149.0,451.0,0.33,351.0,492.0,0.713,236.0,919.0,316.0,140.0,81.0,320.0,487.0,69.9,106.9,0.339,0.311,0.56,53.0,45.5,7.9,11.0,0.529,16.0,27.8,0.242,,,
Xavier,21,13,8,0.619,11.09,6.47,6,7,11,2,2,5,1571.0,1474.0,850.0,541.0,1310.0,0.413,165.0,488.0,0.338,227.0,308.0,0.737,222.0,768.0,308.0,116.0,58.0,242.0,341.0,69.5,99.8,0.235,0.373,0.506,49.2,56.9,7.9,7.4,0.476,14.2,27.3,0.173,,,
Yale,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
